id,Dimension,Value
6120,Dim1,6.49
6120,Dim2,6.41
6120,Dim3,3.91
6121,Dim1,6.57
6121,Dim2,6.61
6121,Dim3,3.89
6122,Dim1,6.43
6122,Dim2,6.46
6122,Dim3,3.99
6123,Dim1,6.49
6123,Dim2,6.54
6123,Dim3,3.98
6124,Dim1,6.02
6124,Dim3,3.72
6125,Dim1,6.14
6125,Dim2,6.07
6125,Dim3,3.8
6126,Dim1,6.74
6126,Dim2,6.64
6126,Dim3,4.32
6127,Dim1,6.26
6127,Dim3,3.92
6129,Dim1,6.49
6129,Dim2,6.44
6129,Dim3,3.96
6130,Dim1,6.76
6130,Dim2,6.72
6130,Dim3,4.19
6131,Dim1,6.93
6131,Dim2,6.88
6132,Dim1,6.29
6132,Dim3,3.89
6133,Dim1,7.15
6133,Dim2,7.1
6133,Dim3,4.46
6134,Dim1,6.24
6134,Dim2,6.22
6134,Dim3,3.84
6135,Dim1,6.19
6135,Dim2,6.26
6135,Dim3,3.89
6136,Dim2,6.34
6136,Dim3,3.81
6137,Dim1,6.85
6137,Dim2,6.82
6137,Dim3,4.04
6138,Dim3,4.15
6139,Dim1,6.67
6139,Dim2,6.61
6139,Dim3,4.13
6140,Dim1,6.45
6141,Dim1,6.19
6141,Dim2,6.27
6141,Dim3,3.91
6142,Dim2,6.2
6142,Dim3,3.84
6143,Dim2,6.12
6144,Dim1,6.14
6144,Dim2,6.22
6144,Dim3,3.87
6145,Dim1,6.16
6145,Dim3,3.85
6146,Dim2,6.18
6146,Dim3,3.81
6147,Dim2,6.33
6147,Dim3,3.75
6148,Dim1,6.47
6148,Dim2,6.43
6149,Dim1,6.64
6149,Dim2,6.59
6149,Dim3,3.97
6150,Dim1,6.4
6150,Dim2,6.36
6150,Dim3,4.06
6151,Dim1,5.67
6152,Dim1,6.27
6152,Dim2,6.29
6152,Dim3,3.9
6153,Dim1,6.1
6153,Dim2,6.15
6153,Dim3,3.84
6154,Dim1,6.2
6154,Dim3,3.89
6155,Dim1,6.04
6155,Dim3,3.71
6156,Dim1,6.06
6156,Dim2,6.13
6156,Dim3,3.78
6157,Dim1,6.82
6157,Dim2,6.71
6158,Dim1,5.8
6158,Dim2,5.78
6158,Dim3,3.58
6159,Dim1,6.27
6159,Dim2,6.3
6159,Dim3,3.81
6160,Dim2,6.43
6161,Dim1,6.3
6161,Dim2,6.33
6162,Dim1,6.08
6162,Dim3,3.88
6163,Dim1,6.63
6163,Dim2,6.58
6163,Dim3,3.75
6164,Dim1,6.27
6164,Dim3,3.98
6165,Dim1,6.42
6165,Dim2,6.46
6165,Dim3,3.8
6166,Dim2,6.13
6166,Dim3,4.12
6167,Dim1,6.42
6167,Dim3,4.02
6168,Dim1,6.37
6168,Dim2,6.31
6169,Dim2,6.49
6169,Dim3,4.08
6170,Dim2,6.3
6170,Dim3,3.73
6171,Dim1,6.18
6171,Dim3,3.64
6172,Dim1,6.16
6172,Dim2,6.13
6172,Dim3,3.86
6173,Dim1,6.24
6173,Dim2,6.17
6173,Dim3,3.7
6174,Dim1,6.09
6174,Dim2,6.06
6174,Dim3,3.88
6175,Dim2,6
6175,Dim3,3.82
6176,Dim1,6.22
6176,Dim2,6.18
6177,Dim1,6.19
6177,Dim2,6.14
6177,Dim3,3.8
6178,Dim2,5.9
6178,Dim3,3.75
6179,Dim1,6.08
6179,Dim3,3.87
6180,Dim1,6.1
6180,Dim2,6.17
6181,Dim1,5.78
6181,Dim3,3.65
6182,Dim1,6.35
6182,Dim3,3.92
6183,Dim1,6.45
6183,Dim3,3.84
6184,Dim1,6.2
6184,Dim2,6.23
6184,Dim3,3.82
6185,Dim1,6.42
6185,Dim2,6.46
6186,Dim2,6.1
6186,Dim3,3.91
6187,Dim1,6.43
6187,Dim2,6.47
6187,Dim3,4.04
6188,Dim1,5.91
6188,Dim2,5.94
6188,Dim3,3.63
6189,Dim1,6.7
6191,Dim3,3.97
6192,Dim2,6.35
6193,Dim1,6.21
6193,Dim3,3.78
6194,Dim1,6.18
6194,Dim2,6.15
6194,Dim3,3.85
6195,Dim2,6.11
6195,Dim3,3.83
6196,Dim1,6.1
6196,Dim2,6.06
6197,Dim1,6.13
6197,Dim2,6.06
6197,Dim3,3.85
6198,Dim1,6.5
6199,Dim1,6.32
6199,Dim3,4.04
6200,Dim1,6.37
6200,Dim2,6.41
6201,Dim2,6.41
6201,Dim3,3.76
6202,Dim1,6.42
6202,Dim2,6.37
6204,Dim2,6.47
6204,Dim3,3.83
6205,Dim1,6.88
6205,Dim2,6.78
6205,Dim3,4.2
6206,Dim1,6.33
6206,Dim2,6.24
6206,Dim3,3.99
6207,Dim1,6.29
6208,Dim1,6.32
6208,Dim2,6.37
6208,Dim3,4.04
6209,Dim1,6.53
6209,Dim2,6.56
6209,Dim3,3.89
6210,Dim1,6.51
6210,Dim2,6.56
6210,Dim3,3.96
6211,Dim1,5.72
6211,Dim2,5.75
6211,Dim3,3.51
6212,Dim1,6.68
6212,Dim2,6.78
6212,Dim3,3.93
6213,Dim1,6.17
6213,Dim2,6.24
6214,Dim1,6.17
6214,Dim2,6.2
6214,Dim3,3.84
6215,Dim1,6.35
6215,Dim2,6.28
6215,Dim3,4.02
6216,Dim2,5.98
6216,Dim3,3.73
6217,Dim1,6.44
6217,Dim2,6.49
6217,Dim3,3.9
6218,Dim1,5.86
6218,Dim2,5.83
6219,Dim1,6.08
6219,Dim2,6.13
6219,Dim3,3.83
6220,Dim1,6.37
6220,Dim3,3.98
6221,Dim1,6.42
6221,Dim3,3.91
6222,Dim1,6.34
6222,Dim2,6.38
6222,Dim3,4.01
6223,Dim1,6.31
6223,Dim2,6.38
6223,Dim3,3.84
6224,Dim1,6.5
6224,Dim2,6.53
6225,Dim2,6.47
6225,Dim3,3.83
6226,Dim1,6.39
6226,Dim2,6.44
6226,Dim3,3.79
6227,Dim1,6.57
6227,Dim2,6.63
6227,Dim3,3.85
6228,Dim1,6.34
6228,Dim3,4.04
6229,Dim1,6.05
6229,Dim2,6.08
6229,Dim3,3.84
6230,Dim1,6.22
6230,Dim2,6.26
6230,Dim3,3.67
6231,Dim1,6.31
6231,Dim2,6.28
6231,Dim3,4.04
6232,Dim3,4.04
6233,Dim1,6.81
6233,Dim2,6.74
6233,Dim3,4.03
6234,Dim1,6.68
6234,Dim2,6.57
6235,Dim1,5.74
6235,Dim2,5.78
6235,Dim3,3.62
6236,Dim1,6.1
6236,Dim3,3.83
6237,Dim1,6.19
6238,Dim1,5.77
6238,Dim2,5.84
6239,Dim1,5.76
6239,Dim2,5.86
6240,Dim2,6.65
6240,Dim3,3.9
6241,Dim2,6.09
6241,Dim3,3.86
6242,Dim1,6.24
6242,Dim3,3.87
6243,Dim2,6.31
6244,Dim1,6.35
6244,Dim2,6.27
6245,Dim1,6.47
6245,Dim2,6.51
6246,Dim1,6.2
6246,Dim3,3.8
6247,Dim1,6.16
6247,Dim2,6.19
6248,Dim2,6.21
6249,Dim1,6.04
6249,Dim3,3.79
6250,Dim1,6.09
6251,Dim1,6.01
6251,Dim3,3.73
6252,Dim1,6.52
6252,Dim2,6.58
6252,Dim3,4.04
6253,Dim1,6.65
6253,Dim2,6.55
6253,Dim3,4.2
6254,Dim1,6.49
6254,Dim2,6.37
6254,Dim3,3.78
6255,Dim1,6.22
6255,Dim2,6.19
6255,Dim3,3.88
6256,Dim2,6.22
6256,Dim3,3.85
6257,Dim2,6.27
6257,Dim3,3.84
6258,Dim1,6.2
6258,Dim3,3.87
6259,Dim1,6.2
6259,Dim3,3.87
6260,Dim2,6.25
6261,Dim2,6.23
6261,Dim3,3.85
6262,Dim2,6.66
6262,Dim3,3.88
6263,Dim1,6.44
6263,Dim2,6.49
6263,Dim3,3.84
6264,Dim1,6.96
6264,Dim2,6.92
6264,Dim3,4.36
6266,Dim1,6.15
6266,Dim2,6.2
6266,Dim3,3.79
6267,Dim1,5.83
6267,Dim2,5.86
6268,Dim1,6.09
6268,Dim2,6.12
6268,Dim3,3.78
6269,Dim1,6.39
6269,Dim2,6.34
6269,Dim3,4.02
6270,Dim1,6.5
6270,Dim2,6.41
6270,Dim3,4.06
6271,Dim1,6.41
6271,Dim3,4.01
6272,Dim1,5.71
6272,Dim2,5.74
6273,Dim1,6.7
6273,Dim2,6.65
6273,Dim3,4.14
6274,Dim3,4.1
6275,Dim3,3.91
6276,Dim1,6.31
6276,Dim2,6.35
6276,Dim3,3.99
6277,Dim2,6.37
6277,Dim3,4.01
6278,Dim1,5.75
6278,Dim2,5.81
6278,Dim3,3.54
6279,Dim2,6.29
6279,Dim3,3.82
6280,Dim1,6.27
6280,Dim3,3.73
6281,Dim1,6.31
6281,Dim2,6.23
6281,Dim3,4
6283,Dim2,6.33
6284,Dim1,6.43
6284,Dim2,6.37
6284,Dim3,4.01
6285,Dim1,6.98
6285,Dim2,6.95
6285,Dim3,4.27
6286,Dim1,6.34
6286,Dim3,3.94
6287,Dim1,6.51
6287,Dim2,6.48
6288,Dim1,6.19
6288,Dim3,3.84
6289,Dim2,6.47
6289,Dim3,3.82
6290,Dim1,6.24
6290,Dim2,6.29
6290,Dim3,3.89
6291,Dim1,6.61
6291,Dim2,6.65
6292,Dim1,6.13
6292,Dim2,6.19
6292,Dim3,3.85
6293,Dim2,6
6294,Dim1,6.6
6294,Dim2,6.64
6294,Dim3,4.21
6295,Dim1,5.66
6295,Dim2,5.7
6295,Dim3,3.56
6296,Dim1,5.65
6296,Dim2,5.69
6296,Dim3,3.56
6297,Dim1,6.55
6297,Dim2,6.58
6297,Dim3,3.9
6298,Dim1,5.54
6298,Dim2,5.56
6298,Dim3,3.43
6299,Dim1,6.2
6299,Dim2,6.23
6300,Dim2,6.04
6300,Dim3,3.86
6301,Dim1,6.73
6301,Dim2,6.66
6302,Dim1,6.2
6302,Dim2,6.13
6302,Dim3,3.76
6303,Dim1,6.25
6304,Dim1,6.74
6304,Dim2,6.62
6304,Dim3,4.13
6305,Dim1,7.31
6305,Dim2,7.22
6305,Dim3,4.57
6306,Dim1,7.18
6306,Dim2,7.05
6306,Dim3,4.56
6307,Dim1,6.37
6307,Dim2,6.25
6307,Dim3,3.96
6308,Dim3,4.05
6309,Dim1,6.05
6309,Dim3,3.73
6310,Dim1,6.85
6310,Dim2,6.91
6311,Dim1,5.26
6311,Dim2,5.3
6312,Dim1,6.58
6312,Dim2,6.52
6312,Dim3,4.19
6313,Dim3,3.98
6314,Dim1,6.23
6314,Dim2,6.19
6314,Dim3,3.79
6315,Dim1,6.27
6315,Dim2,6.23
6315,Dim3,3.94
6316,Dim1,6.31
6316,Dim3,4.01
6317,Dim2,5.77
6317,Dim3,3.56
6318,Dim1,6.33
6318,Dim2,6.26
6318,Dim3,3.93
6319,Dim1,6.83
6319,Dim2,6.77
6319,Dim3,4.13
6320,Dim1,6.44
6320,Dim3,3.96
6321,Dim1,6.69
6321,Dim3,4.08
6322,Dim2,6.51
6323,Dim1,6.28
6323,Dim2,6.26
6324,Dim1,6.56
6324,Dim3,4.05
6325,Dim2,5.83
6325,Dim3,3.48
6326,Dim1,5.72
6326,Dim2,5.76
6327,Dim1,5.74
6327,Dim2,5.78
6327,Dim3,3.53
6328,Dim1,5.76
6328,Dim2,5.79
6328,Dim3,3.52
6329,Dim1,5.71
6329,Dim2,5.74
6330,Dim1,6.28
6330,Dim2,6.21
6330,Dim3,3.83
6331,Dim1,5.73
6331,Dim2,5.8
6331,Dim3,3.53
6332,Dim2,5.97
6332,Dim3,3.72
6333,Dim1,6.11
6333,Dim2,6.14
6334,Dim1,6.52
6334,Dim2,6.46
6334,Dim3,4.06
6335,Dim2,6.4
6336,Dim1,6.39
6336,Dim2,6.35
6336,Dim3,4
6337,Dim1,6.43
6337,Dim2,6.38
6337,Dim3,3.99
6338,Dim1,6.51
6338,Dim2,6.4
6339,Dim2,5.41
6339,Dim3,3.29
6340,Dim1,6.19
6340,Dim2,6.23
6340,Dim3,3.82
6341,Dim1,6.54
6341,Dim3,3.76
6342,Dim1,6.31
6342,Dim2,6.24
6342,Dim3,4.12
6343,Dim1,6.44
6343,Dim2,6.37
6344,Dim2,6.83
6344,Dim3,4.11
6345,Dim1,6.26
6345,Dim2,6.18
6345,Dim3,3.83
6346,Dim1,6.31
6346,Dim2,6.27
6346,Dim3,4.04
6347,Dim1,6.35
6347,Dim2,6.31
6347,Dim3,3.97
6348,Dim1,6.61
6348,Dim2,6.53
6348,Dim3,3.77
6349,Dim1,7.38
6349,Dim2,7.2
6349,Dim3,4.5
6350,Dim1,6.17
6350,Dim2,6.2
6350,Dim3,3.87
6351,Dim1,6.2
6351,Dim2,6.23
6352,Dim2,6.38
6352,Dim3,4.02
6353,Dim1,6.25
6353,Dim2,6.29
6353,Dim3,3.77
6354,Dim2,6.26
6354,Dim3,3.85
6355,Dim1,6.3
6355,Dim2,6.35
6355,Dim3,3.8
6356,Dim2,6.57
6356,Dim3,3.88
6357,Dim1,6.31
6357,Dim3,3.98
6358,Dim2,6.15
6359,Dim1,6.48
6359,Dim2,6.41
6359,Dim3,3.8
6360,Dim1,6.21
6360,Dim2,6.17
6360,Dim3,3.82
6361,Dim1,4.38
6361,Dim2,4.32
6361,Dim3,2.75
6362,Dim1,4.37
6362,Dim2,4.33
6362,Dim3,2.73
6363,Dim1,4.37
6363,Dim2,4.33
6364,Dim1,4.39
6364,Dim3,2.75
6365,Dim1,4.37
6365,Dim2,4.33
6365,Dim3,2.76
6366,Dim1,4.41
6366,Dim3,2.72
6367,Dim1,4.42
6367,Dim2,4.36
6368,Dim1,4.42
6368,Dim2,4.36
6369,Dim1,4.39
6369,Dim2,4.36
6369,Dim3,2.72
6370,Dim2,4.34
6370,Dim3,2.7
6371,Dim1,4.37
6371,Dim2,4.34
6371,Dim3,2.75
6372,Dim1,4.44
6372,Dim2,4.39
6372,Dim3,2.7
6373,Dim2,4.39
6374,Dim1,4.41
6374,Dim2,4.38
6375,Dim2,4.3
6375,Dim3,2.61
6376,Dim1,3.99
6376,Dim2,4.04
6376,Dim3,2.49
6377,Dim1,4.07
6377,Dim2,4.1
6377,Dim3,2.48
6378,Dim1,4.09
6379,Dim2,4.12
6380,Dim1,4.02
6380,Dim2,4.04
6381,Dim1,4.02
6381,Dim2,4.05
6381,Dim3,2.52
6382,Dim1,4.04
6383,Dim1,4.05
6383,Dim2,4.08
6383,Dim3,2.52
6384,Dim1,4.08
6384,Dim2,4.1
6385,Dim3,2.52
6386,Dim1,4.02
6386,Dim2,4.04
6387,Dim1,4
6387,Dim2,4.05
6387,Dim3,2.54
6388,Dim1,4.08
6388,Dim2,4.1
6388,Dim3,2.52
6389,Dim1,4.01
6389,Dim3,2.53
6390,Dim2,4.63
6390,Dim3,2.78
6391,Dim2,6.54
6391,Dim3,3.96
6392,Dim1,5.96
6392,Dim2,6
6392,Dim3,3.55
6393,Dim1,6.21
6393,Dim3,3.85
6394,Dim1,6.2
6394,Dim2,6.24
6394,Dim3,3.91
6395,Dim3,3.87
6396,Dim1,6.27
6396,Dim2,6.38
6396,Dim3,3.98
6397,Dim1,6.59
6397,Dim2,6.54
6397,Dim3,3.88
6398,Dim2,6.36
6398,Dim3,3.94
6399,Dim1,6.38
6399,Dim2,6.27
6400,Dim1,6.34
6400,Dim2,6.29
6400,Dim3,3.98
6401,Dim1,6.52
6401,Dim3,3.96
6402,Dim1,6.25
6402,Dim3,4.16
6403,Dim2,6.4
6403,Dim3,3.92
6404,Dim2,6.37
6404,Dim3,3.9
6405,Dim1,6.33
6405,Dim2,6.28
6405,Dim3,3.99
6406,Dim1,6.47
6406,Dim2,6.42
6407,Dim1,6.41
6407,Dim2,6.53
6407,Dim3,3.94
6408,Dim2,6.51
6408,Dim3,3.97
6409,Dim1,5.84
6409,Dim3,3.64
6410,Dim1,5.85
6411,Dim1,6.2
6411,Dim2,6.12
6411,Dim3,3.8
6412,Dim1,6.83
6412,Dim2,6.78
6412,Dim3,4.04
6413,Dim1,5.73
6413,Dim3,3.74
6414,Dim1,6.16
6414,Dim2,6.1
6415,Dim1,6.54
6415,Dim2,6.58
6416,Dim1,6.27
6416,Dim3,3.95
6417,Dim1,5.73
6417,Dim2,5.77
6417,Dim3,3.57
6418,Dim1,5.24
6418,Dim2,5.26
6418,Dim3,3.22
6419,Dim1,6.23
6419,Dim2,6.3
6420,Dim1,6.49
6420,Dim2,6.52
6420,Dim3,3.97
6421,Dim2,6.04
6421,Dim3,3.66
6422,Dim1,5.93
6422,Dim2,5.98
6422,Dim3,3.7
6423,Dim1,6.68
6423,Dim3,3.9
6424,Dim2,6.18
6424,Dim3,3.85
6425,Dim1,6.24
6425,Dim2,6.3
6425,Dim3,3.8
6426,Dim1,6.47
6426,Dim2,6.53
6426,Dim3,3.94
6427,Dim1,6.5
6427,Dim2,6.47
6427,Dim3,4
6428,Dim2,6.23
6429,Dim1,6.46
6429,Dim3,3.95
6430,Dim3,4.14
6431,Dim2,6.37
6431,Dim3,3.99
6432,Dim3,3.99
6433,Dim1,6.43
6433,Dim2,6.38
6433,Dim3,4
6434,Dim2,6.23
6434,Dim3,4.04
6435,Dim1,6.73
6435,Dim2,6.53
6435,Dim3,4.34
6436,Dim1,6.14
6436,Dim2,6.17
6436,Dim3,3.85
6437,Dim1,6.15
6437,Dim2,6.18
6437,Dim3,3.87
6438,Dim1,6.15
6438,Dim3,3.84
6439,Dim1,6.18
6439,Dim2,6.21
6439,Dim3,3.83
6440,Dim2,6.94
6440,Dim3,4.39
6441,Dim2,6.59
6441,Dim3,4.09
6443,Dim3,4.05
6444,Dim1,6.18
6444,Dim2,6.12
6444,Dim3,3.83
6445,Dim1,5.77
6445,Dim2,5.81
6445,Dim3,3.57
6446,Dim1,6.35
6446,Dim2,6.41
6446,Dim3,3.78
6447,Dim2,6.5
6447,Dim3,3.78
6448,Dim1,6.72
6448,Dim2,6.62
6449,Dim1,6.61
6449,Dim2,6.56
6450,Dim1,6.08
6450,Dim2,6.15
6450,Dim3,3.81
6451,Dim1,6.16
6451,Dim2,6.2
6451,Dim3,3.82
6452,Dim2,6.2
6452,Dim3,4.05
6453,Dim1,6.74
6453,Dim2,6.76
6453,Dim3,4.13
6454,Dim1,6.29
6454,Dim2,6.26
6454,Dim3,3.82
6456,Dim1,6.27
6456,Dim2,6.22
6456,Dim3,3.84
6457,Dim1,6.23
6458,Dim1,6.29
6458,Dim2,6.24
6458,Dim3,3.83
6459,Dim2,6.42
6459,Dim3,4
6460,Dim1,6.36
6460,Dim2,6.43
6460,Dim3,4.05
6461,Dim2,6.08
6462,Dim1,5.74
6462,Dim2,5.78
6462,Dim3,3.52
6463,Dim1,5.7
6463,Dim2,5.73
6463,Dim3,3.54
6464,Dim1,5.98
6464,Dim2,6.01
6464,Dim3,3.66
6465,Dim1,6.43
6466,Dim2,6.44
6466,Dim3,3.69
6467,Dim1,6.66
6468,Dim1,6.14
6468,Dim2,6.2
6469,Dim2,6.17
6469,Dim3,3.83
6470,Dim1,6.25
6470,Dim2,6.32
6471,Dim1,6.1
6471,Dim3,3.88
6472,Dim1,6.28
6472,Dim2,6.2
6472,Dim3,3.8
6473,Dim2,6.48
6473,Dim3,4.03
6474,Dim1,6.13
6474,Dim2,6.16
6475,Dim2,6.15
6475,Dim3,3.82
6476,Dim1,6.02
6476,Dim2,6.16
6476,Dim3,3.78
6477,Dim3,3.84
6478,Dim1,6.41
6478,Dim2,6.36
6478,Dim3,4.01
6479,Dim1,6.44
6479,Dim2,6.55
6479,Dim3,4.21
6480,Dim1,6.54
6480,Dim3,3.98
6481,Dim1,6.46
6481,Dim2,6.37
6481,Dim3,4.07
6482,Dim1,6.11
6482,Dim2,6.04
6483,Dim1,6.77
6483,Dim2,6.89
6483,Dim3,4.25
6484,Dim1,6.72
6484,Dim2,6.68
6485,Dim1,6.12
6485,Dim2,6.17
6485,Dim3,3.85
6486,Dim1,6.54
6486,Dim2,6.59
6486,Dim3,3.99
6487,Dim1,6.15
6487,Dim2,6.19
6487,Dim3,3.85
6488,Dim3,3.85
6490,Dim2,6.38
6491,Dim1,6.43
6491,Dim2,6.47
6491,Dim3,3.87
6492,Dim2,6.65
6492,Dim3,4.25
6493,Dim1,6.84
6493,Dim3,3.88
6494,Dim1,6.41
6494,Dim3,3.97
6496,Dim1,6.29
6496,Dim2,6.32
6496,Dim3,3.81
6497,Dim1,6.2
6498,Dim1,6.22
6498,Dim3,3.83
6499,Dim1,6.34
6499,Dim3,3.85
6500,Dim1,6.18
6500,Dim2,6.14
6500,Dim3,3.84
6501,Dim1,6.31
6501,Dim2,6.35
6501,Dim3,3.92
6502,Dim1,6.38
6502,Dim2,6.45
6502,Dim3,3.84
6503,Dim2,6.54
6504,Dim2,6.16
6504,Dim3,3.81
6505,Dim1,6.11
6505,Dim2,6.2
6507,Dim1,6.31
6507,Dim2,6.33
6507,Dim3,3.99
6508,Dim1,6.34
6508,Dim2,6.37
6508,Dim3,3.96
6509,Dim1,6.2
6509,Dim2,6.25
6509,Dim3,3.93
6510,Dim1,6.13
6510,Dim2,6.1
6510,Dim3,3.85
6511,Dim2,6.61
6511,Dim3,4.15
6512,Dim1,6.65
6512,Dim2,6.61
6512,Dim3,4.16
6513,Dim1,7.39
6513,Dim2,7.35
6513,Dim3,4.29
6514,Dim1,6.28
6514,Dim3,3.83
6515,Dim1,6.19
6515,Dim2,6.13
6515,Dim3,3.79
6516,Dim1,6.58
6516,Dim2,6.63
6516,Dim3,4.12
6517,Dim1,6.53
6517,Dim2,6.58
6517,Dim3,4.15
6518,Dim3,3.9
6519,Dim1,6.21
6519,Dim2,6.3
6519,Dim3,4.02
6520,Dim1,6.22
6520,Dim2,6.25
6520,Dim3,3.85
6521,Dim2,6.03
6521,Dim3,3.8
6522,Dim1,6.83
6522,Dim2,6.89
6523,Dim1,6.56
6523,Dim2,6.54
6524,Dim1,6.22
6524,Dim2,6.25
6524,Dim3,3.9
6525,Dim2,6.47
6525,Dim3,3.72
6526,Dim2,6.18
6526,Dim3,3.85
6527,Dim3,3.82
6528,Dim1,6.11
6528,Dim2,6.14
6528,Dim3,3.83
6529,Dim2,6.21
6529,Dim3,3.78
6530,Dim1,6.06
6530,Dim2,6.13
6530,Dim3,3.85
6531,Dim1,6.06
6531,Dim2,6.1
6531,Dim3,3.82
6532,Dim2,6.23
6532,Dim3,3.88
6533,Dim2,6.35
6533,Dim3,3.92
6534,Dim1,6.08
6534,Dim2,6.11
6535,Dim1,5.91
6535,Dim2,5.96
6535,Dim3,3.73
6536,Dim1,6.36
6536,Dim3,3.84
6537,Dim1,6.58
6537,Dim2,6.51
6537,Dim3,3.85
6538,Dim3,4.02
6539,Dim1,6.74
6539,Dim3,4.28
6540,Dim1,6.7
6540,Dim2,6.66
6540,Dim3,4.09
6541,Dim1,6.45
6541,Dim2,6.37
6541,Dim3,3.96
6542,Dim1,6.48
6542,Dim3,3.89
6543,Dim1,6.37
6543,Dim2,6.3
6543,Dim3,4
6544,Dim2,6.37
6544,Dim3,3.94
6545,Dim1,6.13
6545,Dim2,6.15
6545,Dim3,3.85
6546,Dim1,6.13
6546,Dim2,6.19
6546,Dim3,3.73
6547,Dim1,6.56
6547,Dim2,6.53
6548,Dim2,6.32
6548,Dim3,4.04
6549,Dim1,6.32
6549,Dim2,6.28
6550,Dim1,6.25
6550,Dim2,6.18
6550,Dim3,3.94
6551,Dim2,6.43
6551,Dim3,4.01
6552,Dim1,6.38
6552,Dim3,4.04
6553,Dim1,6.52
6553,Dim2,6.5
6553,Dim3,3.94
6554,Dim2,6.45
6554,Dim3,3.8
6555,Dim1,6.24
6555,Dim2,6.14
6555,Dim3,3.88
6556,Dim1,6.64
6556,Dim2,6.6
6556,Dim3,4.14
6557,Dim1,6.12
6557,Dim2,6.26
6558,Dim1,6.45
6558,Dim2,6.38
6558,Dim3,3.89
6559,Dim1,6.78
6559,Dim2,6.68
6559,Dim3,3.93
6560,Dim2,6.54
6560,Dim3,4.14
6561,Dim2,6.28
6561,Dim3,3.93
6562,Dim1,6.17
6562,Dim2,6.14
6563,Dim3,3.82
6564,Dim1,6.68
6564,Dim2,6.64
6565,Dim1,6.29
6565,Dim2,6.22
6565,Dim3,3.85
6566,Dim1,6.27
6566,Dim2,6.33
6566,Dim3,3.82
6567,Dim1,6.38
6567,Dim2,6.31
6568,Dim2,6.66
6568,Dim3,4.08
6569,Dim1,6.44
6569,Dim3,3.79
6570,Dim1,6.47
6570,Dim2,6.41
6570,Dim3,3.83
6571,Dim1,6.39
6571,Dim3,3.86
6572,Dim2,6.65
6572,Dim3,4.07
6573,Dim2,6.39
6573,Dim3,4.01
6574,Dim1,6.64
6574,Dim2,6.59
6575,Dim1,6.51
6575,Dim2,6.48
6575,Dim3,4.04
6576,Dim1,6.69
6576,Dim2,6.68
6576,Dim3,4.1
6577,Dim1,6.43
6577,Dim3,3.95
6578,Dim1,6.47
6578,Dim2,6.4
6578,Dim3,3.9
6579,Dim1,6.23
6579,Dim2,6.18
6580,Dim1,6.04
6580,Dim2,6.09
6580,Dim3,3.88
6581,Dim1,6.09
6581,Dim3,3.86
6582,Dim1,6.16
6582,Dim2,6.24
6582,Dim3,3.87
6583,Dim1,6.48
6583,Dim2,6.54
6584,Dim2,6.53
6584,Dim3,3.99
6585,Dim1,6.42
6585,Dim2,6.46
6585,Dim3,4.01
6586,Dim1,6.5
6586,Dim2,6.55
6587,Dim1,6.47
6587,Dim2,6.45
6587,Dim3,3.92
6588,Dim1,6.5
6589,Dim1,6.28
6590,Dim1,6.64
6590,Dim2,6.6
6590,Dim3,3.92
6591,Dim2,6.58
6591,Dim3,3.85
6592,Dim1,6.74
6592,Dim2,6.71
6592,Dim3,4.2
6593,Dim1,6.34
6593,Dim2,6.39
6593,Dim3,4.04
6594,Dim1,6.56
6594,Dim2,6.59
6594,Dim3,3.91
6595,Dim1,6.19
6595,Dim2,6.13
6596,Dim1,6.4
6596,Dim2,6.46
6596,Dim3,3.9
6597,Dim1,6.15
6597,Dim3,3.87
6598,Dim1,6.07
6598,Dim3,3.87
6599,Dim1,6.37
6599,Dim2,6.44
6599,Dim3,4.02
6600,Dim1,6.28
6600,Dim2,6.33
6601,Dim1,6.3
6601,Dim2,6.39
6601,Dim3,3.99
6602,Dim1,6.31
6602,Dim3,3.97
6603,Dim2,6.33
6603,Dim3,4.02
6604,Dim1,6.29
6604,Dim2,6.34
6604,Dim3,3.96
6605,Dim2,6.49
6605,Dim3,3.78
6606,Dim1,6.19
6606,Dim2,6.22
6606,Dim3,3.88
6607,Dim1,6.27
6607,Dim2,6.3
6607,Dim3,3.81
6608,Dim1,6.31
6608,Dim2,6.38
6608,Dim3,4
6609,Dim1,6.05
6609,Dim2,6.01
6609,Dim3,3.82
6610,Dim2,6.48
6610,Dim3,3.88
6611,Dim2,5.83
6611,Dim3,3.61
6612,Dim1,5.74
6612,Dim2,5.78
6612,Dim3,3.56
6613,Dim2,5.81
6613,Dim3,3.54
6614,Dim1,6.17
6614,Dim2,6.12
6614,Dim3,3.8
6615,Dim1,6.24
6615,Dim3,3.81
6616,Dim1,6.15
6616,Dim3,3.84
6617,Dim3,3.8
6618,Dim1,6.25
6618,Dim2,6.18
6618,Dim3,3.84
6619,Dim1,6.21
6619,Dim3,3.76
6620,Dim2,7.09
6620,Dim3,4.42
6621,Dim1,6.56
6622,Dim1,6.67
6622,Dim2,6.69
6622,Dim3,4.09
6623,Dim1,6.5
6623,Dim2,6.56
6623,Dim3,3.94
6624,Dim1,6.41
6624,Dim2,6.44
6624,Dim3,4.02
6625,Dim1,5.54
6625,Dim3,3.43
6626,Dim2,6.51
6626,Dim3,4.19
6627,Dim1,6.56
6627,Dim2,6.49
6627,Dim3,4.13
6628,Dim1,7.22
6628,Dim2,7.16
6628,Dim3,4.08
